R:A::C:P,comedy,history,tragedy
comedy,0.6741573033707865,0.12359550561797752,0.20224719101123595
history,0.16071428571428573,0.7321428571428571,0.10714285714285714
tragedy,0.27184466019417475,0.14563106796116504,0.5825242718446602
