R:A::C:P,0 5,1,2,3,4 6
0 5,0.3389830508474576,0.13559322033898305,0.11764705882352941,0.1891891891891892,0.14414414414414414
1,0.4322033898305085,0.5254237288135594,0.4117647058823529,0.4594594594594595,0.4144144144144144
2,0.13559322033898305,0.288135593220339,0.2549019607843137,0.21621621621621623,0.24324324324324326
3,0.0423728813559322,0.01694915254237288,0.11764705882352941,0.08108108108108109,0.06306306306306306
4 6,0.05084745762711865,0.03389830508474576,0.09803921568627451,0.05405405405405406,0.13513513513513514
