R:A::C:P,0 3,1 4,2 5 6
0 3,0.1774891774891775,0.1541501976284585,0.1447811447811448
1 4,0.44155844155844154,0.39920948616600793,0.39057239057239057
2 5 6,0.38095238095238093,0.44664031620553357,0.46464646464646464
