R:A::C:P,0,1 3,2 4 5,6
0,0.40476190476190477,0.11864406779661017,0.2,0.0
1 3,0.42857142857142855,0.559322033898305,0.4727272727272727,0.0
2 4 5,0.14285714285714285,0.3050847457627119,0.32727272727272727,1.0
6,0.023809523809523808,0.01694915254237288,0.0,0.0
