R:A::C:P,0 1 6,2 3 5,4
0 1 6,0.3710691823899371,0.22012578616352202,0.08176100628930817
2 3 5,0.08176100628930817,0.18238993710691823,0.018867924528301886
4,0.006289308176100629,0.018867924528301886,0.018867924528301886
