R:A::C:P,0 1 5,2 3 4,6
0 1 5,0.573502722323049,0.33030852994555354,0.09618874773139746
2 3 4,0.42,0.4533333333333333,0.12666666666666668
6,0.391304347826087,0.3836317135549872,0.22506393861892582
