R:A::C:P,0,1,2 5,3,4 6
0,0.4666666666666667,0.13333333333333333,0.15,0.05,0.2
1,0.28313253012048195,0.18674698795180722,0.15060240963855423,0.10240963855421686,0.27710843373493976
2 5,0.14285714285714285,0.17346938775510204,0.24489795918367346,0.12244897959183673,0.3163265306122449
3,0.045454545454545456,0.045454545454545456,0.45454545454545453,0.13636363636363635,0.3181818181818182
4 6,0.1,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.5
