R:A::C:P,0,1,2,3,4,5,6
0,0.0,0.5476190476190477,0.09523809523809523,0.07142857142857142,0.14285714285714285,0.023809523809523808,0.11904761904761904
1,0.3333333333333333,0.0,0.2543859649122807,0.12280701754385964,0.11403508771929824,0.07017543859649122,0.10526315789473684
2,0.14814814814814814,0.2037037037037037,0.0,0.2222222222222222,0.12962962962962962,0.1111111111111111,0.18518518518518517
3,0.08333333333333333,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.08333333333333333
4,0.2727272727272727,0.0,0.2727272727272727,0.36363636363636365,0.0,0.0,0.09090909090909091
5,0.25,0.0,0.375,0.25,0.0,0.0,0.125
6,0.16666666666666666,0.16666666666666666,0.0,0.5,0.0,0.16666666666666666,0.0
