R:A::C:P,0,1,2,3,4,5,6
0,0,23,4,3,6,1,5
1,38,0,29,14,13,8,12
2,8,11,0,12,7,6,10
3,1,2,4,0,2,2,1
4,3,0,3,4,0,0,1
5,2,0,3,2,0,0,1
6,1,1,0,3,0,1,0
