R:A::C:P,0,1 6,2,3 5,4
0,0.022988505747126436,0.015086206896551725,0.005028735632183908,0.005747126436781609,0.004310344827586207
1 6,0.10129310344827586,0.1903735632183908,0.05675287356321839,0.1307471264367816,0.07543103448275862
2,0.028017241379310345,0.06321839080459771,0.029454022988505746,0.05244252873563218,0.02442528735632184
3 5,0.02442528735632184,0.033764367816091954,0.017959770114942528,0.04525862068965517,0.020833333333333332
4,0.005747126436781609,0.007902298850574713,0.011494252873563218,0.015804597701149427,0.011494252873563218
