R:A::C:P,0 1,2,3 4,5,6
0 1,0.5362637362637362,0.1010989010989011,0.2043956043956044,0.06593406593406594,0.09230769230769231
2,0.3236363636363636,0.14909090909090908,0.26545454545454544,0.12363636363636364,0.13818181818181818
3 4,0.2342857142857143,0.17714285714285713,0.33714285714285713,0.14285714285714285,0.10857142857142857
5,0.3020833333333333,0.10416666666666667,0.34375,0.13541666666666666,0.11458333333333333
6,0.21739130434782608,0.10230179028132992,0.2813299232736573,0.17391304347826086,0.22506393861892582
