R:A::C:P,antag,fool,other,protag
antag,0.0,0.0006788866259334691,0.018329938900203666,0.0006788866259334691
fool,0.0,0.0006788866259334691,0.012898845892735914,0.002036659877800407
other,0.0006788866259334691,0.004073319755600814,0.9293957909029192,0.006788866259334691
protag,0.0,0.002036659877800407,0.014256619144602852,0.00746775288526816
