R:A::C:P,antag,fool,other,protag
antag,0.0,0.09090909090909091,0.018802228412256268,0.04
fool,0.0,0.09090909090909091,0.013231197771587743,0.12
other,1.0,0.5454545454545454,0.9533426183844012,0.4
protag,0.0,0.2727272727272727,0.014623955431754874,0.44
