R:A::C:P,0 1,2 4 5 6,3
0 1,0.75,0.4919786096256685,0.5405405405405406
2 4 5 6,0.23684210526315788,0.41711229946524064,0.3783783783783784
3,0.013157894736842105,0.09090909090909091,0.08108108108108109
