R:A::C:P,0,1 4 5,2 3,6
0,0.2153846153846154,0.11282051282051282,0.10256410256410256,0.044444444444444446
1 4 5,0.5846153846153846,0.5435897435897435,0.47435897435897434,0.4444444444444444
2 3,0.15384615384615385,0.26153846153846155,0.3782051282051282,0.3333333333333333
6,0.046153846153846156,0.08205128205128205,0.04487179487179487,0.17777777777777778
