R:A::C:P,0,1 4 5,2 3,6
0,0.053231939163498096,0.04182509505703422,0.030418250950570342,0.0038022813688212928
1 4 5,0.1444866920152091,0.20152091254752852,0.14068441064638784,0.03802281368821293
2 3,0.03802281368821293,0.09695817490494296,0.11216730038022814,0.028517110266159697
6,0.011406844106463879,0.030418250950570342,0.013307984790874524,0.015209125475285171
