R:A::C:P,0 6,1,2,3 4 5
0 6,0.09308510638297872,0.026595744680851064,0.018617021276595744,0.06382978723404255
1,0.19148936170212766,0.08244680851063829,0.05585106382978723,0.11170212765957446
2,0.06914893617021277,0.04521276595744681,0.034574468085106384,0.06648936170212766
3 4 5,0.03723404255319149,0.0026595744680851063,0.026595744680851064,0.07446808510638298
