R:A::C:P,0 4,1,2 3 6,5
0 4,0.6037735849056604,0.09433962264150944,0.2830188679245283,0.018867924528301886
1,0.40350877192982454,0.12280701754385964,0.41228070175438597,0.06140350877192982
2 3 6,0.20833333333333334,0.1388888888888889,0.5416666666666666,0.1111111111111111
5,0.25,0.0,0.75,0.0
