R:A::C:P,0,1,2 5,3 4,6
0,0.08502024291497975,0.020242914979757085,0.020242914979757085,0.032388663967611336,0.012145748987854251
1,0.13360323886639677,0.05668016194331984,0.11740890688259109,0.10526315789473684,0.048582995951417005
2 5,0.03643724696356275,0.032388663967611336,0.0728744939271255,0.06477732793522267,0.044534412955465584
3 4,0.004048582995951417,0.004048582995951417,0.02834008097165992,0.048582995951417005,0.008097165991902834
6,0.004048582995951417,0.004048582995951417,0.004048582995951417,0.012145748987854251,0.0
