R:A::C:P,antag,fool,other,protag
antag,0.11764705882352941,1.0,0.17391304347826086,0.12195121951219512
fool,0.058823529411764705,0.0,0.0,0.024390243902439025
other,0.5882352941176471,0.0,0.5217391304347826,0.4146341463414634
protag,0.23529411764705882,0.0,0.30434782608695654,0.43902439024390244
