R:A::C:P,0 2,1,3 5 6,4
0 2,0.08548850574712644,0.04956896551724138,0.08692528735632184,0.028735632183908046
1,0.09410919540229885,0.07255747126436782,0.07112068965517242,0.035919540229885055
3 5 6,0.10632183908045977,0.042385057471264365,0.21408045977011494,0.0603448275862069
4,0.017241379310344827,0.0035919540229885057,0.020114942528735632,0.011494252873563218
