R:A::C:P,0 2,1,3 5 6,4
0 2,0.28199052132701424,0.2948717948717949,0.2216117216117216,0.21052631578947367
1,0.3104265402843602,0.43162393162393164,0.1813186813186813,0.2631578947368421
3 5 6,0.35071090047393366,0.25213675213675213,0.5457875457875457,0.4421052631578947
4,0.05687203791469194,0.021367521367521368,0.05128205128205128,0.08421052631578947
