R:A::C:P,0 1,2 3 5,4 6
0 1,0.30319148936170215,0.14361702127659576,0.15425531914893617
2 3 5,0.08776595744680851,0.13031914893617022,0.10106382978723404
4 6,0.013297872340425532,0.026595744680851064,0.0398936170212766
