R:A::C:P,0,1,2 3 6,4 5
0,0.48148148148148145,0.25925925925925924,0.037037037037037035,0.2222222222222222
1,0.23728813559322035,0.3728813559322034,0.2542372881355932,0.13559322033898305
2 3 6,0.12121212121212122,0.12121212121212122,0.5757575757575758,0.18181818181818182
4 5,0.2857142857142857,0.0,0.5714285714285714,0.14285714285714285
