R:A::C:P,0 3 5,1 2,4 6
0 3 5,0.5434782608695652,0.2391304347826087,0.21739130434782608
1 2,0.5192307692307693,0.3942307692307692,0.08653846153846154
4 6,0.5555555555555556,0.1111111111111111,0.3333333333333333
