R:A::C:P,0,1,2,3,4,5,6,p
0,0.6818181818181818,0.13636363636363635,0.13636363636363635,0.045454545454545456,0.0,0.0,0.0,0.0
1,0.18518518518518517,0.5925925925925926,0.18518518518518517,0.0,0.0,0.037037037037037035,0.0,0.0
2,0.07692307692307693,0.38461538461538464,0.46153846153846156,0.0,0.0,0.0,0.0,0.07692307692307693
3,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0
4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
5,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333
6,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.5
p,0.0,0.25,0.0,0.125,0.0,0.0,0.125,0.5
