R:A::C:P,0,1,2,3,4,5,6,p
0,0.6818181818181818,0.10714285714285714,0.2,0.2,0.0,0.0,0.0,0.0
1,0.22727272727272727,0.5714285714285714,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0
2,0.045454545454545456,0.17857142857142858,0.4,0.0,0.0,0.0,0.0,0.09090909090909091
3,0.0,0.03571428571428571,0.06666666666666667,0.0,0.0,0.3333333333333333,0.0,0.0
4,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091
5,0.0,0.03571428571428571,0.0,0.2,0.5,0.3333333333333333,0.0,0.18181818181818182
6,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.2727272727272727
p,0.0,0.07142857142857142,0.0,0.2,0.0,0.0,1.0,0.36363636363636365
