R:A::C:P,0,1 6,2,3 4 5
0,0.2153846153846154,0.10687022900763359,0.10638297872340426,0.0935672514619883
1 6,0.5615384615384615,0.5038167938931297,0.46808510638297873,0.4678362573099415
2,0.13076923076923078,0.22900763358778625,0.2553191489361702,0.23391812865497075
3 4 5,0.09230769230769231,0.16030534351145037,0.1702127659574468,0.2046783625730994
