R:A::C:P,0 3 4,1,2 5,6
0 3 4,0.5020080321285141,0.14056224899598393,0.27309236947791166,0.08433734939759036
1,0.46194225721784776,0.2650918635170604,0.1679790026246719,0.10498687664041995
2 5,0.4366576819407008,0.16711590296495957,0.2641509433962264,0.1320754716981132
6,0.40664961636828645,0.09207161125319693,0.27621483375959077,0.22506393861892582
