R:A::C:P,0 4 5,1,2 3 6
0 4 5,0.4305555555555556,0.17857142857142858,0.1694915254237288
1,0.4027777777777778,0.6428571428571429,0.3898305084745763
2 3 6,0.16666666666666666,0.17857142857142858,0.4406779661016949
