R:A::C:P,0 4 5,1,2 3 6
0 4 5,0.1949685534591195,0.031446540880503145,0.06289308176100629
1,0.18238993710691823,0.11320754716981132,0.14465408805031446
2 3 6,0.07547169811320754,0.031446540880503145,0.16352201257861634
