R:A::C:P,0 5,1,2,3 4,6
0 5,0.048132183908045974,0.022270114942528736,0.01221264367816092,0.03017241379310345,0.009339080459770116
1,0.08405172413793104,0.07255747126436782,0.028017241379310345,0.0603448275862069,0.028735632183908046
2,0.05244252873563218,0.035919540229885055,0.029454022988505746,0.05244252873563218,0.027298850574712645
3 4,0.035919540229885055,0.011494252873563218,0.022270114942528736,0.042385057471264365,0.013649425287356323
6,0.08405172413793104,0.02586206896551724,0.028735632183908046,0.07902298850574713,0.06321839080459771
