R:A::C:P,0,1 3 5 6,2,4
0,0.3939393939393939,0.15254237288135594,0.045454545454545456,0.3333333333333333
1 3 5 6,0.45454545454545453,0.6271186440677966,0.5,0.4166666666666667
2,0.12121212121212122,0.2033898305084746,0.4090909090909091,0.16666666666666666
4,0.030303030303030304,0.01694915254237288,0.045454545454545456,0.08333333333333333
