R:A::C:P,0,1 3 5 6,2,4
0,0.10317460317460317,0.07142857142857142,0.007936507936507936,0.031746031746031744
1 3 5 6,0.11904761904761904,0.29365079365079366,0.0873015873015873,0.03968253968253968
2,0.031746031746031744,0.09523809523809523,0.07142857142857142,0.015873015873015872
4,0.007936507936507936,0.007936507936507936,0.007936507936507936,0.007936507936507936
