R:A::C:P,0,1 3 5 6,2,4
0,0.48148148148148145,0.3333333333333333,0.037037037037037035,0.14814814814814814
1 3 5 6,0.22058823529411764,0.5441176470588235,0.16176470588235295,0.07352941176470588
2,0.14814814814814814,0.4444444444444444,0.3333333333333333,0.07407407407407407
4,0.25,0.25,0.25,0.25
