R:A::C:P,0 4,1,2 3,5 6
0 4,0.13963963963963963,0.10256410256410256,0.11271676300578035,0.059782608695652176
1,0.31981981981981983,0.43162393162393164,0.21098265895953758,0.1766304347826087
2 3,0.23648648648648649,0.2606837606837607,0.3179190751445087,0.27445652173913043
5 6,0.30405405405405406,0.20512820512820512,0.3583815028901734,0.4891304347826087
