R:A::C:P,0 1 2,3 5,4 6
0 1 2,0.3017241379310345,0.10057471264367816,0.1221264367816092
3 5,0.05890804597701149,0.04525862068965517,0.03807471264367816
4 6,0.11063218390804598,0.10416666666666667,0.11853448275862069
