R:A::C:P,0,1,2,3,4,5,6,p
0,19,5,4,3,4,1,3,3
1,29,10,17,13,11,7,12,15
2,5,7,10,7,5,5,10,5
3,0,0,3,2,1,2,1,3
4,1,0,1,2,5,0,1,1
5,2,0,3,2,0,0,1,0
6,1,1,0,3,0,1,0,0
p,4,0,1,3,2,0,1,0
