R:A::C:P,0 2 4,1,3 5 6
0 2 4,0.32516339869281047,0.3162393162393162,0.27289377289377287
1,0.2957516339869281,0.43162393162393164,0.1813186813186813
3 5 6,0.3790849673202614,0.25213675213675213,0.5457875457875457
