name,overall,average
Emphasis-No-Others-Percentages-Twofold,0.7272727272727273,0.6511954992967651
Emphasis-Vowels-Only-No-Others-Percentages,0.7272727272727273,0.6511954992967651
Emphasis-Vowels-Only-No-Others-Percentages-Twofold,0.7272727272727273,0.6511954992967651
Emphasis-Vowels-Only-Min-100-Percentages,0.6686819830713422,0.6510763118994827
Emphasis-Vowels-Only-Min-100-Percentages-Twofold,0.6686819830713422,0.6510763118994827
Emphasis-Vowels-Only-Min-2500-Counts,0.7926829268292683,0.648109243697479
Emphasis-Vowels-Only-Min-2500-Counts-Twofold,0.7926829268292683,0.648109243697479
Emphasis-Vowels-Only-All-Percentages,0.5824847250509165,0.6456996434937612
Emphasis-Vowels-Only-All-Percentages-Twofold,0.5824847250509165,0.6456996434937612
Emphasis-Vowels-Only-Min-1000-Counts,0.7099236641221374,0.6454212454212453
Emphasis-Vowels-Only-Min-1000-Counts-Twofold,0.7099236641221374,0.6454212454212453
Emphasis-Vowels-Only-Min-250-Counts,0.7495495495495496,0.638751492410029
Emphasis-Vowels-Only-Min-250-Counts-Twofold,0.7495495495495496,0.638751492410029
All-Counts,0.86693822131704,0.6368389780154486
All-Counts-Twofold,0.86693822131704,0.6368389780154486
All-Percentages,0.6109979633401222,0.6356060606060605
All-Percentages-Twofold,0.6109979633401222,0.6356060606060605
Vowels-Only-Min-500-Counts,0.7251908396946565,0.6315094339622642
Vowels-Only-Min-500-Counts-Twofold,0.7251908396946565,0.6315094339622642
Emphasis-Vowels-Only-Min-100-Counts-Twofold,0.7980652962515115,0.6264262287509239
Emphasis-Vowels-Only-Min-100-Counts,0.7980652962515115,0.6264262287509239
Vowels-Only-Min-1000-Counts,0.6946564885496184,0.6214285714285714
Vowels-Only-Min-1000-Counts-Twofold,0.6946564885496184,0.6214285714285714
Emphasis-Vowels-Only-All-Counts,0.8750848608282417,0.6124925727866904
Emphasis-Vowels-Only-All-Counts-Twofold,0.8750848608282417,0.6124925727866904
Vowels-Only-Min-1000-Percentages,0.6412213740458015,0.6097985347985349
Vowels-Only-Min-1000-Percentages-Twofold,0.6412213740458015,0.6097985347985349
Min-100-Percentages,0.6553808948004837,0.6097156781226902
Min-100-Percentages-Twofold,0.6553808948004837,0.6097156781226902
Vowels-Only-No-Others-Counts,0.7386363636363636,0.6082981715893108
Vowels-Only-No-Others-Counts-Twofold,0.7386363636363636,0.6082981715893108
Vowels-Only-Min-100-Percentages,0.6275695284159613,0.60679970436068
Vowels-Only-Min-100-Percentages-Twofold,0.6275695284159613,0.60679970436068
Vowels-Only-Min-250-Percentages,0.6270270270270271,0.6040529592358861
Vowels-Only-Min-250-Percentages-Twofold,0.6270270270270271,0.6040529592358861
Vowels-Only-All-Percentages-Twofold,0.5940257976917854,0.6001336898395722
Vowels-Only-All-Percentages,0.5940257976917854,0.6001336898395722
Vowels-Only-Min-100-Counts-Twofold,0.7980652962515115,0.5928780949741316
Vowels-Only-Min-100-Counts,0.7980652962515115,0.5928780949741316
Vowels-Only-Min-250-Counts,0.7297297297297297,0.5895659218829951
Vowels-Only-Min-250-Counts-Twofold,0.7297297297297297,0.5895659218829951
Vowels-Only-All-Counts,0.8703326544467074,0.5867275698158051
Vowels-Only-All-Counts-Twofold,0.8703326544467074,0.5867275698158051
