R:A::C:P,0 5,1 4 6,2 3
0 5,0.37735849056603776,0.26,0.10714285714285714
1 4 6,0.4716981132075472,0.54,0.48214285714285715
2 3,0.1509433962264151,0.2,0.4107142857142857
