R:A::C:P,0 1,2 3,4 5 6
0 1,0.36477987421383645,0.16981132075471697,0.12578616352201258
2 3,0.05660377358490566,0.14465408805031446,0.05660377358490566
4 5 6,0.018867924528301886,0.03773584905660377,0.025157232704402517
