R:A::C:P,0 3,1,2,4,5,6
0 3,41,21,15,18,17,11
1,91,70,35,23,26,35
2,47,31,30,25,26,13
4,11,1,9,7,8,3
5,14,7,5,9,12,10
6,27,17,12,24,13,17
