R:A::C:P,0 6,1,2,3 4 5
0 6,0.07298335467349552,0.03841229193341869,0.023047375160051217,0.0998719590268886
1,0.12163892445582586,0.08962868117797695,0.04481434058898848,0.10243277848911651
2,0.046094750320102434,0.03969270166453265,0.03841229193341869,0.09603072983354674
3 4 5,0.04737516005121639,0.020486555697823303,0.029449423815621,0.08962868117797695
