R:A::C:P,0 3 4,1 6,2,5
0 3 4,0.22641509433962265,0.03773584905660377,0.031446540880503145,0.012578616352201259
1 6,0.2389937106918239,0.11320754716981132,0.06918238993710692,0.031446540880503145
2,0.10062893081761007,0.03773584905660377,0.050314465408805034,0.025157232704402517
5,0.012578616352201259,0.006289308176100629,0.006289308176100629,0.0
