R:A::C:P,0 2 4 6,1,3,5
0 2 4 6,0.5217391304347826,0.4217687074829932,0.5052631578947369,0.5490196078431373
1,0.3501144164759725,0.47619047619047616,0.3263157894736842,0.2549019607843137
3,0.057208237986270026,0.05442176870748299,0.09473684210526316,0.0784313725490196
5,0.07093821510297482,0.047619047619047616,0.07368421052631578,0.11764705882352941
