R:A::C:P,0 2 4 6,1,3,5
0 2 4 6,0.5786802030456852,0.15736040609137056,0.1218274111675127,0.14213197969543148
1,0.5464285714285714,0.25,0.11071428571428571,0.09285714285714286
3,0.5,0.16,0.18,0.16
5,0.543859649122807,0.12280701754385964,0.12280701754385964,0.21052631578947367
