R:A::C:P,0 6,1,2 3 4 5
0 6,0.11320754716981132,0.031446540880503145,0.0880503144654088
1,0.11320754716981132,0.11320754716981132,0.2138364779874214
2 3 4 5,0.05660377358490566,0.031446540880503145,0.2389937106918239
