R:A::C:P,0 6,1,2 3 4 5
0 6,0.4,0.17857142857142858,0.16279069767441862
1,0.4,0.6428571428571429,0.3953488372093023
2 3 4 5,0.2,0.17857142857142858,0.4418604651162791
