R:A::C:P,0 6,1,2 3 4 5
0 6,0.4864864864864865,0.13513513513513514,0.3783783783783784
1,0.2571428571428571,0.2571428571428571,0.4857142857142857
2 3 4 5,0.17307692307692307,0.09615384615384616,0.7307692307692307
