R:A::C:P,0 1 2 3,4 5,6
0 1 2 3,0.8013698630136986,0.18493150684931506,0.0136986301369863
4 5,0.6363636363636364,0.2727272727272727,0.09090909090909091
6,1.0,0.0,0.0
