R:A::C:P,0 6,1 5,2,3 4
0 6,0.12284482758620689,0.09195402298850575,0.033764367816091954,0.08548850574712644
1 5,0.11494252873563218,0.10847701149425287,0.035201149425287355,0.08405172413793104
2,0.05531609195402299,0.0603448275862069,0.029454022988505746,0.05244252873563218
3 4,0.031609195402298854,0.029454022988505746,0.022270114942528736,0.042385057471264365
