R:A::C:P,0 6,1 5,2,3 4
0 6,0.37831858407079644,0.31683168316831684,0.27976190476190477,0.3233695652173913
1 5,0.35398230088495575,0.37376237623762376,0.2916666666666667,0.3179347826086957
2,0.17035398230088494,0.2079207920792079,0.24404761904761904,0.1983695652173913
3 4,0.09734513274336283,0.10148514851485149,0.18452380952380953,0.16032608695652173
