R:A::C:P,0,1 2 3,4,5 6
0,0.5,0.2857142857142857,0.11904761904761904,0.09523809523809523
1 2 3,0.2222222222222222,0.46111111111111114,0.1111111111111111,0.20555555555555555
4,0.09090909090909091,0.36363636363636365,0.45454545454545453,0.09090909090909091
5 6,0.21428571428571427,0.6428571428571429,0.0,0.14285714285714285
