R:A::C:P,comedy,history,tragedy
comedy,0.2073170731707317,0.024390243902439025,0.0975609756097561
history,0.024390243902439025,0.23170731707317074,0.024390243902439025
tragedy,0.0975609756097561,0.04878048780487805,0.24390243902439024
