R:A::C:P,0 5,1 2,3,4
0 5,0.4,0.20930232558139536,0.09090909090909091,0.0
1 2,0.6,0.6976744186046512,0.9090909090909091,0.0
3,0.0,0.06976744186046512,0.0,0.0
4,0.0,0.023255813953488372,0.0,1.0
