R:A::C:P,0 1,2 5,3,4,6
0 1,0.1752873563218391,0.05459770114942529,0.02658045977011494,0.040229885057471264,0.03017241379310345
2 5,0.08477011494252873,0.07040229885057471,0.041666666666666664,0.034482758620689655,0.035201149425287355
3,0.020114942528735632,0.022270114942528736,0.010775862068965518,0.010775862068965518,0.009339080459770116
4,0.009339080459770116,0.017959770114942528,0.009339080459770116,0.011494252873563218,0.004310344827586207
6,0.0610632183908046,0.07758620689655173,0.039511494252873564,0.039511494252873564,0.06321839080459771
