R:A::C:P,0 1,2 5,3,4,6
0 1,0.5362637362637362,0.16703296703296702,0.08131868131868132,0.12307692307692308,0.09230769230769231
2 5,0.31805929919137466,0.2641509433962264,0.15633423180592992,0.1293800539083558,0.1320754716981132
3,0.27450980392156865,0.30392156862745096,0.14705882352941177,0.14705882352941177,0.12745098039215685
4,0.1780821917808219,0.3424657534246575,0.1780821917808219,0.2191780821917808,0.0821917808219178
6,0.21739130434782608,0.27621483375959077,0.14066496163682865,0.14066496163682865,0.22506393861892582
