R:A::C:P,0 4,1 2 6,3 5
0 4,0.29333333333333333,0.12804878048780488,0.14516129032258066
1 2 6,0.6333333333333333,0.7865853658536586,0.6290322580645161
3 5,0.07333333333333333,0.08536585365853659,0.22580645161290322
