R:A::C:P,0 3 5,1 2,4 6
0 3 5,0.12737642585551331,0.07224334600760456,0.043726235741444866
1 2,0.2889733840304182,0.2414448669201521,0.11026615969581749
4 6,0.045627376425855515,0.028517110266159697,0.04182509505703422
