R:A::C:P,0 3,1,2 4 5,6
0 3,0.048132183908045974,0.021551724137931036,0.04597701149425287,0.010775862068965518
1,0.09051724137931035,0.07255747126436782,0.08189655172413793,0.028735632183908046
2 4 5,0.09698275862068965,0.048132183908045974,0.1343390804597701,0.039511494252873564
6,0.07471264367816093,0.02586206896551724,0.11709770114942529,0.06321839080459771
