R:A::C:P,0 5,1,2,3,4,6
0 5,67,31,17,22,20,13
1,117,101,39,34,50,40
2,73,50,41,39,34,38
3,33,11,15,15,15,13
4,17,5,16,13,16,6
6,117,36,40,55,55,88
