R:A::C:P,0,1 3 6,2 4 5
0,0.08502024291497975,0.044534412955465584,0.04048582995951417
1 3 6,0.13765182186234817,0.19838056680161945,0.19838056680161945
2 4 5,0.04048582995951417,0.12955465587044535,0.12550607287449392
