R:A::C:P,0,1 5,2 3 4 6
0,0.4666666666666667,0.21666666666666667,0.31666666666666665
1 5,0.2786885245901639,0.20765027322404372,0.5136612021857924
2 3 4 6,0.10526315789473684,0.24812030075187969,0.6466165413533834
